lat,lon,location
-13.40729,-71.84381,"Pisac, Peru"
-23.73847,-67.78993,"San Pedro de Atacama, Chile"
44.35306,-68.22333,"Bar Harbor, United States"
-33.3991,-70.57116,"Vitacura, Chile"
10.3685,123.8735,"Cebu City, Philippines"
45.432213,141.666649,"Wakkanai, Japan"
45.24623,141.23045,"Rishirifuji, Japan"
45.22772,141.24558,"Rishirifuji, Japan"
33.67421,135.88761,"Nachikatsuura, Japan"
39.91408,116.39167,"Dongcheng, China"
39.99863,116.26838,"Haidian, China"
45.30269,-121.6742,"Hood River County, United States"
25.05153,102.7014,"Kunming, China"
24.81768,103.32396,"Kunming, China"
24.92453,110.516128,"Guilin, China"
-13.154308,-72.528269,"Machu Picchu Pueblo, Peru"
30.62046,114.25692,"Wuhan, China"
9.99735,-84.20376,"San José, Costa Rica"
38.32803,141.08625,"Shiogama, Japan"
23.922226,106.62232,"Baise, China"
29.84957,31.25481,"Mit Rahinah, Egypt"
29.57051,106.58442,"Yuzhong, China"
13.97756,120.97838,"San Nicolas, Philippines"
37.85086,15.28087,"Taormina, Italy"
36.0702,120.31541,"Qingdao, China"
32.01576,118.77629,"Nanjing, China"
25.69691,100.15488,"Dali, China"
14.59461,120.97919,"Manila, Philippines"
53.48889,-10.02111,"Clifden, Ireland"
1.28891,103.85519,"Singapore, Singapore"
45.46374,140.96791,"Rebun, Japan"
43.70381,7.25389,"Nice, France"
33.8059,-117.919375,"Anaheim, United States"
27.8617,99.70567,"Jiantang, China"
4.57747,115.12182,"Temburong District, Brunei"
-1.5548,35.024553,"Siana ward, Kenya"
51.11825,71.46834,"Astana, Kazakhstan"
-33.6356,150.28503,"Blackheath, Australia"
39.68442,45.23297,"Areni Community, Armenia"
14.63816,-91.2295,"Santiago Atitlán, Guatemala"
37.20576,112.16222,"Jinzhong, China"
-33.45265,-70.97648,"Curacaví, Chile"
32.00398,34.8724,"Ramla Subdistrict, Israel"
39.019999,115.6308611,"Baoding, China"
8.9848389,38.7924167,"Bole, Ethiopia"
53.5597916,-9.8911088,"Conamara Municipal District, Ireland"
-13.3292806,-72.1955944,"Maras, Peru"
36.04914,14.26513,"Xaghra, Malta"
40.94847,-4.11841,"Segovia, Spain"
41.39997,2.16881,"Barcelona, Spain"
29.5502,106.5476,"Yuzhong, China"
36.53696,128.52044,"Andong, South Korea"
31.60771,130.47363,"Kagoshima, Japan"
59.911503,10.750369,"Oslo, Norway"
45.5036,-73.58679,"Montreal, Canada"
