42.6091509616565,-6.81099946711074,"Villafranca del Bierzo, Spain"
53.3391807257524,-6.25720620443875,"Dublin, Ireland"
47.5023054346409,19.0589730634089,"Budapest, Hungary"
57.4769995973073,-4.22760942916285,"Inverness, United Kingdom"
51.2213390922685,4.39997655211339,"Antwerp, Belgium"
40.9985702880625,17.2142153848783,"Cala Paura, Italy"
46.7072243,15.7305557,"Weitersfeld an der Mur, Austria"
53.342032,-6.309575,"Dublin 8, Ireland"
47.5023375931196,19.0587986804162,"Budapest, Hungary"
40.4155760592234,-3.70738438410542,"Madrid, Spain"
52.445726753433,20.6506457378447,"Nowy Dwór Mazowiecki, Poland"
56.1221021284567,-3.97017196409323,"Stirling, United Kingdom"
35.2042808747058,24.4691409027807,"Frati, Greece"
42.6730007347007,-1.81084396812988,"Puente la Reina/Gares, Spain"
52.2505036797196,21.0104327616747,"Warsaw, Poland"
46.8268594376837,12.8273847017193,"Dölsach, Austria"
52.1216052064626,4.98654899200736,"Utrecht, Netherlands"
49.2003545742991,16.5986447755459,"Brno, Czechia"
45.810258,15.969399,"Zagreb, Croatia"
36.6178039566062,27.838920981821,"Symi, Greece"
48.0743313368709,7.35981899447729,"Colmar, France"
40.9970815,17.2187985,"Polignano a Mare, Italy"
45.8134222824068,15.9786033759943,"Zagreb, Croatia"
52.516323,13.378254,"Berlin, Germany"
35.2700264873791,23.5400946504313,"Chrisoskalitissa, Greece"
33.4877808369987,-111.92169659751,"Scottsdale, United States"
37.383455,-5.991389,"Seville, Spain"
